eid,nid_s,nid_e,length,lanes,maxmph,type,edge_osmid,start_osm,end_osm,geometry,points_list,long_points_list
515,93,238,203.5242447346449,1,25,residential,650772314,110386918,110451170,"LINESTRING (-122.6834057 37.9087947, -122.6830302 37.9082398, -122.6831251 37.9077748, -122.6831877 37.9075553, -122.6833023 37.9073223, -122.6834304 37.9072459, -122.6835801 37.9071948)","[(-122.6834057, 37.9087947), (-122.6830302, 37.9082398), (-122.6831251, 37.9077748), (-122.6831877, 37.9075553), (-122.6833023, 37.9073223), (-122.6834304, 37.9072459), (-122.6835801, 37.9071948)]","[(-122.6834057, 37.9087947), (-122.68337344869614, 37.90874704021702), (-122.6833411973923, 37.908699380434044), (-122.68330894608843, 37.908651720651065), (-122.68327669478458, 37.90860406086809), (-122.68324444348073, 37.908556401085114), (-122.68321219217688, 37.908508741302136), (-122.68317994087303, 37.90846108151916), (-122.68314768956918, 37.90841342173618), (-122.68311543826532, 37.9083657619532), (-122.68308318696147, 37.90831810217022), (-122.6830302, 37.9082398), (-122.68304109499465, 37.908186415674294), (-122.6830519899893, 37.9081330313486), (-122.68306288498393, 37.908079647022895), (-122.68307377997857, 37.9080262626972), (-122.68308467497322, 37.907972878371496), (-122.68309556996786, 37.90791949404579), (-122.6831064649625, 37.907866109720096), (-122.6831251, 37.9077748), (-122.68314014335674, 37.90772205212773), (-122.68315518671348, 37.90766930425546), (-122.68317023007022, 37.90761655638319), (-122.6831877, 37.9075553), (-122.683212482593, 37.907504913052634), (-122.683237265186, 37.90745452610526), (-122.683262047779, 37.9074041391579), (-122.6833023, 37.9073223), (-122.68335683034154, 37.90728977761051), (-122.6834304, 37.9072459), (-122.68349308284918, 37.90722450324921), (-122.6835801, 37.9071948)]"
516,238,93,203.5242447346449,1,25,residential,650772314,110451170,110386918,"LINESTRING (-122.6835801 37.9071948, -122.6834304 37.9072459, -122.6833023 37.9073223, -122.6831877 37.9075553, -122.6831251 37.9077748, -122.6830302 37.9082398, -122.6834057 37.9087947)","[(-122.6835801, 37.9071948), (-122.6834304, 37.9072459), (-122.6833023, 37.9073223), (-122.6831877, 37.9075553), (-122.6831251, 37.9077748), (-122.6830302, 37.9082398), (-122.6834057, 37.9087947)]","[(-122.6835801, 37.9071948), (-122.68351741715082, 37.90721619675079), (-122.6834304, 37.9072459), (-122.68337586965846, 37.90727842238949), (-122.6833023, 37.9073223), (-122.68327751740699, 37.90737268694736), (-122.683252734814, 37.90742307389473), (-122.683227952221, 37.9074734608421), (-122.6831877, 37.9075553), (-122.68317265664326, 37.907608047872266), (-122.68315761328653, 37.90766079574454), (-122.68314256992979, 37.90771354361681), (-122.6831251, 37.9077748), (-122.68311420500535, 37.9078281843257), (-122.68310331001071, 37.9078815686514), (-122.68309241501608, 37.9079349529771), (-122.68308152002143, 37.9079883373028), (-122.68307062502679, 37.9080417216285), (-122.68305973003214, 37.9080951059542), (-122.6830488350375, 37.9081484902799), (-122.6830302, 37.9082398), (-122.68306245130385, 37.908287459782976), (-122.6830947026077, 37.908335119565955), (-122.68312695391157, 37.90838277934893), (-122.68315920521542, 37.908430439131905), (-122.68319145651927, 37.908478098914884), (-122.68322370782312, 37.90852575869786), (-122.68325595912697, 37.90857341848084), (-122.68328821043082, 37.90862107826382), (-122.68332046173468, 37.9086687380468), (-122.68335271303853, 37.90871639782978), (-122.6834057, 37.9087947)]"
517,197,245,257.65530304150286,1,55,primary,687879585,973221268,110367725,"LINESTRING (-122.6999967 37.9356528, -122.6992439 37.9352631, -122.6984965 37.9349888, -122.697367 37.9346398)","[(-122.6999967, 37.9356528), (-122.6992439, 37.9352631), (-122.6984965, 37.9349888), (-122.697367, 37.9346398)]","[(-122.6999967, 37.9356528), (-122.69993954656768, 37.93562321353271), (-122.69988239313535, 37.93559362706542), (-122.69982523970303, 37.93556404059813), (-122.69976808627072, 37.935534454130845), (-122.6997109328384, 37.93550486766355), (-122.69965377940608, 37.93547528119626), (-122.69959662597375, 37.935445694728976), (-122.69953947254143, 37.935416108261684), (-122.69948231910911, 37.9353865217944), (-122.6994251656768, 37.93535693532711), (-122.69936801224448, 37.93532734885982), (-122.69931085881215, 37.93529776239253), (-122.6992439, 37.9352631), (-122.69918194942707, 37.93524036379161), (-122.69911999885416, 37.935217627583214), (-122.69905804828123, 37.93519489137482), (-122.6989960977083, 37.93517215516643), (-122.69893414713538, 37.935149418958034), (-122.69887219656246, 37.93512668274964), (-122.69881024598953, 37.93510394654125), (-122.6987482954166, 37.935081210332854), (-122.69868634484368, 37.93505847412446), (-122.69862439427077, 37.93503573791607), (-122.69856244369784, 37.935013001707674), (-122.6984965, 37.9349888), (-122.69843289098914, 37.93496914568854), (-122.69836928197827, 37.93494949137708), (-122.69830567296741, 37.934929837065624), (-122.69824206395654, 37.934910182754166), (-122.69817845494568, 37.93489052844271), (-122.6981148459348, 37.93487087413125), (-122.69805123692393, 37.93485121981979), (-122.69798762791307, 37.93483156550833), (-122.6979240189022, 37.934811911196874), (-122.69786040989133, 37.934792256885416), (-122.69779680088047, 37.93477260257396), (-122.6977331918696, 37.9347529482625), (-122.69766958285874, 37.93473329395104), (-122.69760597384787, 37.93471363963958), (-122.697542364837, 37.934693985328124), (-122.69747875582614, 37.93467433101666), (-122.697367, 37.9346398)]"
518,245,197,257.65530304150286,1,55,primary,687879585,110367725,973221268,"LINESTRING (-122.697367 37.9346398, -122.6984965 37.9349888, -122.6992439 37.9352631, -122.6999967 37.9356528)","[(-122.697367, 37.9346398), (-122.6984965, 37.9349888), (-122.6992439, 37.9352631), (-122.6999967, 37.9356528)]","[(-122.697367, 37.9346398), (-122.69743060901087, 37.93465945431146), (-122.69749421802173, 37.934679108622916), (-122.6975578270326, 37.934698762934374), (-122.69762143604346, 37.93471841724583), (-122.69768504505433, 37.93473807155729), (-122.69774865406521, 37.93475772586875), (-122.69781226307607, 37.93477738018021), (-122.69787587208694, 37.934797034491666), (-122.6979394810978, 37.934816688803124), (-122.69800309010867, 37.93483634311458), (-122.69806669911954, 37.93485599742604), (-122.6981303081304, 37.9348756517375), (-122.69819391714127, 37.93489530604896), (-122.69825752615213, 37.934914960360416), (-122.698321135163, 37.934934614671874), (-122.69838474417386, 37.93495426898334), (-122.6984965, 37.9349888), (-122.69855845057293, 37.93501153620839), (-122.69862040114585, 37.935034272416786), (-122.69868235171877, 37.93505700862518), (-122.6987443022917, 37.93507974483357), (-122.69880625286463, 37.935102481041966), (-122.69886820343754, 37.93512521725036), (-122.69893015401047, 37.93514795345875), (-122.6989921045834, 37.935170689667146), (-122.69905405515632, 37.93519342587554), (-122.69911600572924, 37.93521616208393), (-122.69917795630217, 37.935238898292326), (-122.6992439, 37.9352631), (-122.69930105343232, 37.93529268646729), (-122.69935820686464, 37.93532227293458), (-122.69941536029697, 37.93535185940187), (-122.69947251372928, 37.935381445869155), (-122.6995296671616, 37.93541103233645), (-122.69958682059392, 37.93544061880374), (-122.69964397402624, 37.935470205271024), (-122.69970112745857, 37.935499791738316), (-122.69975828089089, 37.9355293782056), (-122.6998154343232, 37.93555896467289), (-122.69987258775552, 37.93558855114018), (-122.69992974118784, 37.93561813760747), (-122.6999967, 37.9356528)]"
519,197,248,168.10405488369577,1,35,tertiary,687879586,973221268,110367728,"LINESTRING (-122.6999967 37.9356528, -122.7000427 37.9354735, -122.6996622 37.9348761, -122.6993673 37.9342581)","[(-122.6999967, 37.9356528), (-122.7000427, 37.9354735), (-122.6996622, 37.9348761), (-122.6993673, 37.9342581)]","[(-122.6999967, 37.9356528), (-122.7000102959368, 37.93559980540282), (-122.70002389187363, 37.93554681080564), (-122.7000427, 37.9354735), (-122.70001194785264, 37.93542521791635), (-122.69998119570529, 37.935376935832686), (-122.69995044355792, 37.93532865374903), (-122.69991969141057, 37.93528037166538), (-122.69988893926322, 37.93523208958172), (-122.69985818711586, 37.93518380749806), (-122.6998274349685, 37.93513552541441), (-122.69979668282114, 37.93508724333075), (-122.69976593067379, 37.935038961247095), (-122.69973517852644, 37.93499067916344), (-122.69970442637909, 37.93494239707979), (-122.6996622, 37.9348761), (-122.6996380614702, 37.93482551467812), (-122.69961392294039, 37.93477492935624), (-122.69958978441058, 37.93472434403436), (-122.69956564588077, 37.93467375871248), (-122.69954150735096, 37.9346231733906), (-122.69951736882115, 37.93457258806872), (-122.69949323029134, 37.93452200274684), (-122.69946909176153, 37.934471417424966), (-122.69944495323172, 37.934420832103086), (-122.69942081470191, 37.93437024678121), (-122.6993966761721, 37.93431966145933), (-122.6993673, 37.9342581)]"
520,248,197,168.10405488369577,1,35,tertiary,687879586,110367728,973221268,"LINESTRING (-122.6993673 37.9342581, -122.6996622 37.9348761, -122.7000427 37.9354735, -122.6999967 37.9356528)","[(-122.6993673, 37.9342581), (-122.6996622, 37.9348761), (-122.7000427, 37.9354735), (-122.6999967, 37.9356528)]","[(-122.6993673, 37.9342581), (-122.69939143852982, 37.93430868532188), (-122.69941557705963, 37.93435927064376), (-122.69943971558943, 37.93440985596564), (-122.69946385411924, 37.93446044128752), (-122.69948799264905, 37.9345110266094), (-122.69951213117886, 37.93456161193128), (-122.69953626970867, 37.93461219725316), (-122.69956040823848, 37.93466278257503), (-122.69958454676829, 37.93471336789691), (-122.6996086852981, 37.93476395321879), (-122.69963282382791, 37.93481453854067), (-122.6996622, 37.9348761), (-122.69969295214736, 37.93492438208365), (-122.69972370429471, 37.93497266416731), (-122.69975445644208, 37.935020946250965), (-122.69978520858943, 37.93506922833462), (-122.69981596073679, 37.93511751041828), (-122.69984671288414, 37.935165792501934), (-122.6998774650315, 37.93521407458559), (-122.69990821717886, 37.93526235666925), (-122.69993896932621, 37.9353106387529), (-122.69996972147356, 37.935358920836556), (-122.70000047362092, 37.93540720292021), (-122.7000427, 37.9354735), (-122.70002910406319, 37.93552649459718), (-122.70001550812637, 37.93557948919436), (-122.6999967, 37.9356528)]"
521,77,213,755.201582509896,1,25,residential,331614731-12172453,110382775,3387083182,"LINESTRING (-122.708195 37.9128483, -122.7027671 37.9144915, -122.7012816 37.9148952, -122.7012279 37.9149713, -122.7012279 37.9150475, -122.701251 37.9151415, -122.7014334 37.915425, -122.7016319 37.9157805)","[(-122.708195, 37.9128483), (-122.7027671, 37.9144915), (-122.7012816, 37.9148952), (-122.7012279, 37.9149713), (-122.7012279, 37.9150475), (-122.701251, 37.9151415), (-122.7014334, 37.915425), (-122.7016319, 37.9157805)]","[(-122.708195, 37.9128483), (-122.70813123784617, 37.91286760285583), (-122.70806747569235, 37.912886905711666), (-122.70800371353852, 37.9129062085675), (-122.70793995138469, 37.91292551142333), (-122.70787618923086, 37.912944814279165), (-122.70781242707702, 37.912964117135), (-122.70774866492319, 37.91298341999083), (-122.70768490276936, 37.91300272284666), (-122.70762114061553, 37.913022025702496), (-122.7075573784617, 37.91304132855833), (-122.70749361630787, 37.91306063141416), (-122.70742985415404, 37.913079934269994), (-122.70736609200021, 37.91309923712582), (-122.70730232984639, 37.91311853998165), (-122.70723856769256, 37.913137842837486), (-122.70717480553873, 37.91315714569332), (-122.70711104338488, 37.91317644854915), (-122.70704728123106, 37.913195751404984), (-122.70698351907723, 37.91321505426082), (-122.7069197569234, 37.91323435711665), (-122.70685599476957, 37.91325365997248), (-122.70679223261574, 37.913272962828316), (-122.70672847046191, 37.91329226568415), (-122.70666470830808, 37.91331156853998), (-122.70660094615425, 37.913330871395814), (-122.70653718400042, 37.91335017425165), (-122.70647342184658, 37.91336947710748), (-122.70640965969275, 37.91338877996331), (-122.70634589753892, 37.913408082819146), (-122.7062821353851, 37.91342738567498), (-122.70621837323127, 37.91344668853081), (-122.70615461107744, 37.913465991386644), (-122.70609084892361, 37.91348529424248), (-122.70602708676978, 37.91350459709831), (-122.70596332461595, 37.91352389995414), (-122.70589956246212, 37.913543202809976), (-122.7058358003083, 37.9135625056658), (-122.70577203815445, 37.913581808521634), (-122.70570827600062, 37.91360111137747), (-122.70564451384679, 37.9136204142333), (-122.70558075169296, 37.91363971708913), (-122.70551698953913, 37.913659019944966), (-122.7054532273853, 37.9136783228008), (-122.70538946523148, 37.91369762565663), (-122.70532570307765, 37.913716928512464), (-122.70526194092382, 37.9137362313683), (-122.70519817876999, 37.91375553422413), (-122.70513441661616, 37.91377483707996), (-122.70507065446232, 37.913794139935796), (-122.70500689230849, 37.91381344279163), (-122.70494313015466, 37.91383274564746), (-122.70487936800083, 37.913852048503294), (-122.704815605847, 37.91387135135913), (-122.70475184369317, 37.91389065421496), (-122.70468808153935, 37.91390995707079), (-122.70462431938552, 37.913929259926626), (-122.70456055723169, 37.91394856278246), (-122.70449679507786, 37.91396786563829), (-122.70443303292403, 37.913987168494124), (-122.70436927077019, 37.91400647134996), (-122.70430550861636, 37.91402577420578), (-122.70424174646253, 37.914045077061616), (-122.7041779843087, 37.91406437991745), (-122.70411422215487, 37.91408368277328), (-122.70405046000104, 37.914102985629114), (-122.70398669784721, 37.91412228848495), (-122.70392293569338, 37.91414159134078), (-122.70385917353956, 37.91416089419661), (-122.70379541138573, 37.914180197052445), (-122.70373164923188, 37.91419949990828), (-122.70366788707805, 37.91421880276411), (-122.70360412492423, 37.914238105619944), (-122.7035403627704, 37.91425740847578), (-122.70347660061657, 37.91427671133161), (-122.70341283846274, 37.91429601418744), (-122.70334907630891, 37.914315317043275), (-122.70328531415508, 37.91433461989911), (-122.70322155200125, 37.91435392275494), (-122.70315778984742, 37.914373225610774), (-122.7030940276936, 37.91439252846661), (-122.70303026553975, 37.91441183132244), (-122.70296650338592, 37.91443113417827), (-122.7029027412321, 37.914450437034105), (-122.70283897907827, 37.91446973988994), (-122.7027671, 37.9144915), (-122.70270253349088, 37.91450904661712), (-122.70263796698175, 37.91452659323424), (-122.70257340047262, 37.914544139851365), (-122.70250883396349, 37.91456168646849), (-122.70244426745437, 37.914579233085604), (-122.70237970094524, 37.91459677970273), (-122.7023151344361, 37.91461432631985), (-122.70225056792698, 37.91463187293697), (-122.70218600141786, 37.914649419554095), (-122.70212143490873, 37.91466696617122), (-122.7020568683996, 37.91468451278834), (-122.70199230189047, 37.914702059405464), (-122.70192773538135, 37.91471960602258), (-122.70186316887222, 37.9147371526397), (-122.7017986023631, 37.914754699256825), (-122.70173403585396, 37.91477224587395), (-122.70166946934484, 37.91478979249107), (-122.70160490283571, 37.914807339108194), (-122.70154033632659, 37.91482488572532), (-122.70147576981745, 37.91484243234244), (-122.70141120330833, 37.914859978959555), (-122.7013466367992, 37.91487752557668), (-122.7012816, 37.9148952), (-122.7012279, 37.9149713), (-122.7012279, 37.9150475), (-122.701251, 37.9151415), (-122.70128199835929, 37.915189680015665), (-122.70131299671857, 37.91523786003133), (-122.70134399507786, 37.91528604004701), (-122.70137499343716, 37.915334220062675), (-122.7014334, 37.915425), (-122.70146101419122, 37.91547445513845), (-122.70148862838246, 37.9155239102769), (-122.70151624257369, 37.91557336541536), (-122.70154385676493, 37.915622820553814), (-122.70157147095615, 37.915672275692266), (-122.7015990851474, 37.91572173083072), (-122.7016319, 37.9157805)]"
522,213,77,755.2015825098961,1,25,residential,331614731-12172453,3387083182,110382775,"LINESTRING (-122.7016319 37.9157805, -122.7014334 37.915425, -122.701251 37.9151415, -122.7012279 37.9150475, -122.7012279 37.9149713, -122.7012816 37.9148952, -122.7027671 37.9144915, -122.708195 37.9128483)","[(-122.7016319, 37.9157805), (-122.7014334, 37.915425), (-122.701251, 37.9151415), (-122.7012279, 37.9150475), (-122.7012279, 37.9149713), (-122.7012816, 37.9148952), (-122.7027671, 37.9144915), (-122.708195, 37.9128483)]","[(-122.7016319, 37.9157805), (-122.70160428580877, 37.915731044861545), (-122.70157667161753, 37.91568158972309), (-122.7015490574263, 37.915632134584634), (-122.70152144323507, 37.91558267944618), (-122.70149382904384, 37.91553322430773), (-122.7014662148526, 37.91548376916928), (-122.7014334, 37.915425), (-122.7014024016407, 37.91537681998433), (-122.70137140328143, 37.91532863996866), (-122.70134040492214, 37.91528045995299), (-122.70130940656284, 37.91523227993732), (-122.701251, 37.9151415), (-122.7012279, 37.9150475), (-122.7012279, 37.9149713), (-122.7012816, 37.9148952), (-122.70134616650913, 37.914877653382874), (-122.70141073301825, 37.91486010676575), (-122.70147529952739, 37.91484256014863), (-122.70153986603651, 37.914825013531505), (-122.70160443254564, 37.91480746691439), (-122.70166899905476, 37.91478992029727), (-122.7017335655639, 37.914772373680144), (-122.70179813207302, 37.91475482706302), (-122.70186269858215, 37.9147372804459), (-122.70192726509127, 37.914719733828775), (-122.70199183160041, 37.91470218721165), (-122.70205639810953, 37.91468464059453), (-122.70212096461866, 37.914667093977414), (-122.70218553112778, 37.91464954736029), (-122.7022500976369, 37.91463200074317), (-122.70231466414604, 37.914614454126045), (-122.70237923065517, 37.91459690750892), (-122.70244379716429, 37.9145793608918), (-122.70250836367342, 37.91456181427468), (-122.70257293018255, 37.914544267657554), (-122.70263749669168, 37.91452672104044), (-122.7027020632008, 37.914509174423316), (-122.7027671, 37.9144915), (-122.70283086215383, 37.914472197144164), (-122.70289462430766, 37.91445289428833), (-122.70295838646149, 37.9144335914325), (-122.70302214861532, 37.914414288576666), (-122.70308591076915, 37.91439498572083), (-122.70314967292299, 37.914375682865), (-122.70321343507682, 37.91435638000917), (-122.70327719723065, 37.914337077153334), (-122.70334095938448, 37.9143177742975), (-122.7034047215383, 37.91429847144167), (-122.70346848369213, 37.914279168585836), (-122.70353224584596, 37.91425986573), (-122.70359600799979, 37.91424056287418), (-122.70365977015362, 37.914221260018344), (-122.70372353230745, 37.91420195716251), (-122.70378729446128, 37.91418265430668), (-122.70385105661512, 37.914163351450846), (-122.70391481876895, 37.91414404859501), (-122.70397858092278, 37.91412474573918), (-122.70404234307661, 37.91410544288335), (-122.70410610523044, 37.914086140027514), (-122.70416986738427, 37.91406683717168), (-122.7042336295381, 37.91404753431585), (-122.70429739169192, 37.914028231460016), (-122.70436115384575, 37.91400892860418), (-122.70442491599958, 37.91398962574835), (-122.70448867815342, 37.91397032289252), (-122.70455244030725, 37.913951020036684), (-122.70461620246108, 37.91393171718085), (-122.70467996461491, 37.91391241432502), (-122.70474372676874, 37.913893111469186), (-122.70480748892257, 37.91387380861335), (-122.7048712510764, 37.91385450575752), (-122.70493501323023, 37.91383520290169), (-122.70499877538406, 37.913815900045854), (-122.70506253753788, 37.91379659719002), (-122.70512629969171, 37.913777294334196), (-122.70519006184556, 37.91375799147836), (-122.70525382399939, 37.91373868862253), (-122.70531758615321, 37.9137193857667), (-122.70538134830704, 37.913700082910864), (-122.70544511046087, 37.91368078005503), (-122.7055088726147, 37.9136614771992), (-122.70557263476853, 37.913642174343366), (-122.70563639692236, 37.91362287148753), (-122.70570015907619, 37.9136035686317), (-122.70576392123002, 37.91358426577587), (-122.70582768338384, 37.913564962920034), (-122.70589144553769, 37.9135456600642), (-122.70595520769152, 37.91352635720837), (-122.70601896984535, 37.913507054352536), (-122.70608273199917, 37.9134877514967), (-122.706146494153, 37.91346844864087), (-122.70621025630683, 37.91344914578504), (-122.70627401846066, 37.913429842929204), (-122.70633778061449, 37.91341054007337), (-122.70640154276832, 37.91339123721754), (-122.70646530492215, 37.913371934361706), (-122.70652906707598, 37.91335263150587), (-122.70659282922982, 37.91333332865004), (-122.70665659138365, 37.913314025794215), (-122.70672035353748, 37.91329472293838), (-122.7067841156913, 37.91327542008255), (-122.70684787784514, 37.913256117226716), (-122.70691163999896, 37.91323681437088), (-122.70697540215279, 37.91321751151505), (-122.70703916430662, 37.91319820865922), (-122.70710292646045, 37.913178905803385), (-122.70716668861428, 37.91315960294755), (-122.70723045076812, 37.91314030009172), (-122.70729421292195, 37.913120997235886), (-122.70735797507578, 37.91310169438005), (-122.70742173722961, 37.91308239152422), (-122.70748549938344, 37.91306308866839), (-122.70754926153727, 37.913043785812555), (-122.7076130236911, 37.91302448295672), (-122.70767678584492, 37.91300518010089), (-122.70774054799875, 37.912985877245056), (-122.70780431015258, 37.91296657438922), (-122.70786807230641, 37.91294727153339), (-122.70793183446025, 37.91292796867756), (-122.70799559661408, 37.912908665821725), (-122.70805935876791, 37.91288936296589), (-122.70812312092174, 37.91287006011006), (-122.708195, 37.9128483)]"
523,213,204,56.05793777885536,1,25,residential,331614731-12172453,3387083182,3387083166,"LINESTRING (-122.7016319 37.9157805, -122.7016372 37.915899, -122.7015782 37.9160598, -122.7014924 37.9162672)","[(-122.7016319, 37.9157805), (-122.7016372, 37.915899), (-122.7015782, 37.9160598), (-122.7014924, 37.9162672)]","[(-122.7016319, 37.9157805), (-122.701634317149, 37.91583454380335), (-122.7016372, 37.915899), (-122.70161814667617, 37.91595092838089), (-122.70159909335233, 37.91600285676178), (-122.7015782, 37.9160598), (-122.7015569410181, 37.91611118826163), (-122.70153568203618, 37.91616257652326), (-122.70151442305428, 37.916213964784895), (-122.7014924, 37.9162672)]"
524,204,213,56.05793777885536,1,25,residential,331614731-12172453,3387083166,3387083182,"LINESTRING (-122.7014924 37.9162672, -122.7015782 37.9160598, -122.7016372 37.915899, -122.7016319 37.9157805)","[(-122.7014924, 37.9162672), (-122.7015782, 37.9160598), (-122.7016372, 37.915899), (-122.7016319, 37.9157805)]","[(-122.7014924, 37.9162672), (-122.70151365898191, 37.91621581173837), (-122.70153491796383, 37.91616442347674), (-122.70155617694573, 37.916113035215105), (-122.7015782, 37.9160598), (-122.70159725332383, 37.916007871619115), (-122.70161630664767, 37.915955943238224), (-122.7016372, 37.915899), (-122.70163478285099, 37.91584495619665), (-122.7016319, 37.9157805)]"
525,204,209,69.58836733687313,1,25,residential,331614731-12172453,3387083166,3387083177,"LINESTRING (-122.7014924 37.9162672, -122.7014801 37.9164102, -122.7015444 37.9165922, -122.7016571 37.9167869, -122.7017231 37.916847)","[(-122.7014924, 37.9162672), (-122.7014801, 37.9164102), (-122.7015444, 37.9165922), (-122.7016571, 37.9167869), (-122.7017231, 37.916847)]","[(-122.7014924, 37.9162672), (-122.7014877593219, 37.916321152598954), (-122.7014801, 37.9164102), (-122.70149849842512, 37.91646227641328), (-122.70151689685026, 37.91651435282655), (-122.7015444, 37.9165922), (-122.70157285332711, 37.916641355836624), (-122.70160130665423, 37.91669051167325), (-122.7016571, 37.9167869), (-122.7017231, 37.916847)]"
526,209,204,69.58836733687313,1,25,residential,331614731-12172453,3387083177,3387083166,"LINESTRING (-122.7017231 37.916847, -122.7016571 37.9167869, -122.7015444 37.9165922, -122.7014801 37.9164102, -122.7014924 37.9162672)","[(-122.7017231, 37.916847), (-122.7016571, 37.9167869), (-122.7015444, 37.9165922), (-122.7014801, 37.9164102), (-122.7014924, 37.9162672)]","[(-122.7017231, 37.916847), (-122.7016571, 37.9167869), (-122.7016286466729, 37.91673774416337), (-122.70160019334578, 37.91668858832674), (-122.7015444, 37.9165922), (-122.70152600157488, 37.91654012358672), (-122.70150760314974, 37.916488047173445), (-122.7014801, 37.9164102), (-122.7014847406781, 37.91635624740105), (-122.7014924, 37.9162672)]"
